CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Tenure_Missing,WarehouseToHome_Missing,HourSpendOnApp_Missing,OrderCount_Missing,CouponUsed_Missing,OrderAmountHike_Missing,Tenure_Bucket,Recency_Bucket,Order_Frequency_Bucket,Risk_Score
50032,0,0.0,Mobile Phone,1,13.0,Credit Card,Male,2.0,4,Laptop & Accessory,3,Divorced,3,0,17.0,1.0,1.0,0.0,161.32,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),1
50033,0,30.0,Mobile Phone,1,15.0,Credit Card,Female,3.0,4,Mobile Phone,4,Divorced,5,1,20.0,1.0,1.0,0.0,133.46,0,0,0,0,0,0,2yr+,0-2 days,Low (1-2),2
50034,0,13.0,Mobile Phone,3,10.0,E-Wallet,Male,3.0,4,Fashion,2,Divorced,8,0,11.0,2.0,2.0,11.0,208.55,0,0,0,0,0,0,1-2yr,8-15 days,Low (1-2),0
50035,0,9.0,Computer,3,8.0,E-Wallet,Female,3.0,3,Mobile Phone,3,Divorced,7,0,18.0,1.0,1.0,2.0,122.31,1,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),1
50036,0,0.0,Mobile Phone,1,14.0,Credit Card,Male,3.0,3,Mobile Phone,2,Divorced,2,0,24.0,0.0,2.0,2.0,123.22999999999999,0,1,0,0,0,0,0-6mo,0-2 days,Low (1-2),2
50037,0,9.0,Computer,1,15.0,Credit Card,Male,2.0,3,Mobile Phone,4,Married,7,0,18.0,0.0,2.0,2.0,120.24000000000001,1,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),1
50038,0,1.0,Mobile Phone,1,27.0,Credit Card,Male,3.0,3,Mobile Phone,2,Divorced,2,0,11.0,0.0,1.0,2.0,127.13,0,0,1,0,0,0,0-6mo,0-2 days,Low (1-2),2
50039,0,30.0,Mobile Phone,1,30.0,Debit Card,Male,2.0,2,Fashion,2,Married,4,1,16.0,1.0,1.0,4.0,194.39,0,0,0,0,0,0,2yr+,3-7 days,Low (1-2),1
50040,0,0.0,Computer,1,14.0,Credit Card,Male,3.0,4,Mobile Phone,3,Married,2,1,15.0,0.0,1.0,1.0,125.66,0,1,0,0,0,0,0-6mo,0-2 days,Low (1-2),3
50041,0,23.0,Mobile Phone,1,17.0,Debit Card,Female,2.0,3,Others,4,Single,4,0,15.0,2.0,4.0,4.0,299.26,0,0,0,0,0,1,1-2yr,3-7 days,Medium (3-5),0
50042,0,14.0,Mobile Phone,1,14.0,Debit Card,Male,2.0,3,Mobile Phone,3,Married,5,0,12.0,1.0,1.0,8.0,124.50999999999999,0,1,0,0,0,0,1-2yr,8-15 days,Low (1-2),1
50043,0,3.0,Mobile Phone,3,11.0,Debit Card,Female,2.0,3,Fashion,2,Divorced,3,0,12.0,2.0,7.0,4.0,194.19,0,0,0,0,0,0,0-6mo,3-7 days,High (6+),1
50044,0,11.0,Mobile Phone,3,6.0,Debit Card,Female,2.0,4,Laptop & Accessory,2,Single,5,0,22.0,1.0,1.0,1.0,186.86,0,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),0
50045,0,5.0,Mobile Phone,1,12.0,Debit Card,Male,3.0,3,Mobile Phone,3,Single,4,0,20.0,0.0,1.0,4.0,130.38,0,0,1,0,0,0,0-6mo,3-7 days,Low (1-2),2
50046,0,0.0,Mobile Phone,1,23.0,COD,Male,3.0,3,Mobile Phone,4,Divorced,1,1,16.0,1.0,1.0,1.0,130.58,0,0,1,0,0,0,0-6mo,0-2 days,Low (1-2),3
50047,1,0.0,Computer,3,14.0,COD,Female,3.0,5,Mobile Phone,5,Single,1,0,21.0,1.0,1.0,0.0,123.25,0,1,0,0,0,0,0-6mo,0-2 days,Low (1-2),2
50048,0,9.0,Computer,1,9.0,Credit Card,Male,1.0,3,Mobile Phone,4,Single,5,0,12.0,4.0,7.0,2.0,120.88,1,0,0,0,0,0,6-12mo,0-2 days,High (6+),1
50049,0,3.0,Computer,1,15.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Married,2,0,11.0,0.0,6.0,10.0,130.72,0,0,1,0,0,0,0-6mo,8-15 days,High (6+),1
50050,0,18.0,Mobile Phone,3,10.0,Debit Card,Female,1.0,3,Laptop & Accessory,5,Married,5,1,11.0,0.0,1.0,3.0,150.06,0,0,0,0,0,0,1-2yr,3-7 days,Low (1-2),1
50051,0,29.0,Mobile Phone,1,14.0,Debit Card,Female,3.0,3,Mobile Phone,5,Married,5,1,18.0,1.0,2.0,2.0,142.57,0,0,0,0,0,0,2yr+,0-2 days,Low (1-2),2
50052,0,6.0,Mobile Phone,1,14.0,Debit Card,Male,2.0,3,Mobile Phone,2,Single,1,0,14.0,0.0,1.0,2.0,125.0,0,1,0,0,0,0,0-6mo,0-2 days,Low (1-2),2
50053,1,0.0,Mobile Phone,1,8.0,Debit Card,Male,2.0,4,Mobile Phone,2,Single,2,0,22.0,0.0,1.0,0.0,111.02000000000001,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),2
50054,0,19.0,Mobile Phone,3,6.0,E-Wallet,Female,3.0,3,Fashion,5,Married,2,0,25.0,4.0,15.0,7.0,204.53,0,0,0,0,0,0,1-2yr,3-7 days,High (6+),0
50055,0,9.0,Mobile Phone,1,15.0,Debit Card,Female,3.0,3,Mobile Phone,2,Single,2,0,12.0,1.0,2.0,1.0,122.88,1,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),1
50056,0,4.0,Mobile Phone,1,18.0,Credit Card,Female,3.0,3,Mobile Phone,2,Divorced,9,1,23.0,1.0,1.0,2.0,139.29,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),3
50057,0,9.0,Mobile Phone,1,33.0,Credit Card,Female,3.0,3,Mobile Phone,4,Single,3,0,15.0,1.0,1.0,2.0,123.11000000000001,1,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),1
50058,1,4.0,Mobile Phone,3,26.0,E-Wallet,Female,3.0,3,Mobile Phone,4,Single,2,1,22.0,0.0,1.0,2.0,131.4,0,0,1,0,0,0,0-6mo,0-2 days,Low (1-2),3
50059,0,23.0,Mobile Phone,1,6.0,Credit Card,Male,2.0,4,Mobile Phone,3,Divorced,3,0,15.0,0.0,1.0,2.0,136.9,0,0,0,0,0,0,1-2yr,0-2 days,Low (1-2),1
50060,0,26.0,Mobile Phone,1,19.0,Credit Card,Female,2.0,2,Laptop & Accessory,5,Married,2,0,11.0,1.0,1.0,3.0,144.5,0,0,0,0,0,0,2yr+,3-7 days,Low (1-2),0
50061,0,6.0,Mobile Phone,1,20.0,Credit Card,Female,3.0,3,Mobile Phone,4,Divorced,2,0,13.0,0.0,1.0,6.0,127.56,0,0,1,0,0,0,0-6mo,3-7 days,Low (1-2),2
50062,0,13.0,Mobile Phone,1,10.0,Credit Card,Female,2.0,3,Others,3,Divorced,2,0,14.0,1.0,9.0,9.0,290.33,0,0,0,0,1,0,1-2yr,8-15 days,High (6+),0
50063,0,28.0,Mobile Phone,1,20.0,Credit Card,Male,3.0,2,Others,4,Single,9,0,11.0,1.0,2.0,15.0,287.22,0,0,0,0,1,0,2yr+,8-15 days,Low (1-2),0
50064,0,7.0,Computer,1,8.0,Debit Card,Male,2.0,4,Laptop & Accessory,3,Divorced,2,0,17.0,0.0,1.0,9.0,195.47,0,0,0,0,0,0,6-12mo,8-15 days,Low (1-2),0
50065,0,24.0,Mobile Phone,1,9.0,Credit Card,Female,3.0,3,Grocery,4,Single,4,0,18.0,0.0,2.0,0.0,237.33999999999997,0,0,0,1,0,0,1-2yr,0-2 days,Low (1-2),0
50066,0,25.0,Mobile Phone,1,6.0,Debit Card,Male,3.0,4,Others,3,Divorced,1,0,15.0,1.0,11.0,9.0,299.99,0,0,0,0,0,1,2yr+,8-15 days,High (6+),0
50067,0,9.0,Mobile Phone,1,15.0,Credit Card,Female,2.0,3,Mobile Phone,4,Single,2,0,16.0,1.0,1.0,3.0,122.78999999999999,1,0,0,0,0,0,6-12mo,3-7 days,Low (1-2),1
50068,1,0.0,Mobile Phone,1,29.0,Debit Card,Male,2.0,4,Laptop & Accessory,3,Divorced,4,1,13.0,1.0,1.0,1.0,159.16,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),2
50069,0,9.0,Computer,1,13.0,Credit Card,Male,2.0,2,Mobile Phone,2,Married,5,0,14.0,0.0,2.0,2.0,120.88999999999999,1,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),1
50070,0,18.0,Computer,1,8.0,Credit Card,Male,3.0,4,Grocery,2,Divorced,10,0,23.0,1.0,11.0,8.0,267.92,0,0,0,0,1,0,1-2yr,8-15 days,High (6+),0
50071,0,10.0,Mobile Phone,1,27.0,Debit Card,Male,3.0,2,Mobile Phone,5,Divorced,2,1,12.0,0.0,1.0,7.0,135.64,0,0,0,0,0,0,6-12mo,3-7 days,Low (1-2),2
50072,0,8.0,Computer,1,8.0,Credit Card,Female,2.0,3,Laptop & Accessory,4,Single,6,0,11.0,1.0,1.0,2.0,144.25,0,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),0
50073,0,15.0,Computer,1,27.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Married,3,0,16.0,0.0,1.0,2.0,152.65,0,0,0,0,0,0,1-2yr,0-2 days,Low (1-2),0
50074,0,11.0,Mobile Phone,1,8.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Divorced,10,0,14.0,0.0,1.0,0.0,165.53,0,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),0
50075,0,11.0,Mobile Phone,1,35.0,COD,Male,2.0,3,Laptop & Accessory,2,Divorced,4,0,18.0,0.0,1.0,7.0,162.61,0,0,0,0,0,0,6-12mo,3-7 days,Low (1-2),0
50076,0,0.0,Computer,1,6.0,COD,Male,2.0,4,Laptop & Accessory,5,Divorced,6,0,19.0,0.0,2.0,0.0,142.98,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),1
50077,0,22.0,Computer,1,24.0,Debit Card,Male,3.0,3,Laptop & Accessory,2,Married,2,1,15.0,0.0,1.0,7.0,168.04,0,0,0,0,0,0,1-2yr,3-7 days,Low (1-2),1
50078,0,7.0,Computer,1,16.0,Credit Card,Male,2.0,3,Mobile Phone,3,Married,2,1,17.0,2.0,2.0,0.0,138.15,0,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),2
50079,0,13.0,Mobile Phone,1,25.0,Credit Card,Male,3.0,3,Laptop & Accessory,2,Divorced,9,1,15.0,1.0,3.0,7.0,127.41,0,0,1,0,0,0,1-2yr,3-7 days,Medium (3-5),1
50080,1,1.0,Mobile Phone,1,35.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Divorced,8,1,19.0,0.0,1.0,0.0,166.73,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),2
50081,1,0.0,Mobile Phone,3,33.0,E-Wallet,Female,2.0,3,Fashion,2,Divorced,2,0,22.0,1.0,1.0,9.0,176.39,0,0,0,0,0,0,0-6mo,8-15 days,Low (1-2),1
50082,0,0.0,Mobile Phone,1,14.0,Debit Card,Male,2.0,2,Mobile Phone,4,Married,2,1,16.0,0.0,2.0,2.0,123.28,0,1,0,0,0,0,0-6mo,0-2 days,Low (1-2),3
50083,0,9.0,Computer,1,24.0,Credit Card,Female,3.0,3,Mobile Phone,2,Single,2,0,13.0,1.0,1.0,7.0,121.53,1,0,0,0,0,0,6-12mo,3-7 days,Low (1-2),1
50084,0,13.0,Computer,1,15.0,Debit Card,Male,3.0,4,Laptop & Accessory,2,Divorced,10,0,14.0,1.0,1.0,2.0,148.76,0,0,0,0,0,0,1-2yr,0-2 days,Low (1-2),0
50085,0,19.0,Mobile Phone,1,6.0,Credit Card,Male,3.0,3,Fashion,5,Married,8,0,16.0,0.0,1.0,3.0,193.96,0,0,0,0,0,0,1-2yr,3-7 days,Low (1-2),0
50086,1,0.0,Mobile Phone,3,10.0,Credit Card,Male,2.0,5,Fashion,2,Divorced,2,0,11.0,7.0,9.0,8.0,204.0,0,0,0,0,0,0,0-6mo,8-15 days,High (6+),1
50087,0,3.0,Computer,1,6.0,Debit Card,Male,2.0,4,Fashion,3,Single,2,0,22.0,2.0,5.0,8.0,184.74,0,0,0,0,0,0,0-6mo,8-15 days,Medium (3-5),1
50088,0,0.0,Computer,3,26.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,2,0,14.0,1.0,1.0,7.0,199.81,0,0,0,0,0,0,0-6mo,3-7 days,Low (1-2),1
50089,0,24.0,Mobile Phone,1,14.0,Debit Card,Male,2.0,4,Fashion,4,Divorced,6,0,16.0,1.0,4.0,3.0,224.89999999999998,0,0,0,0,0,0,1-2yr,3-7 days,Medium (3-5),0
50090,1,0.0,Mobile Phone,1,14.0,COD,Female,2.0,3,Mobile Phone,5,Single,6,1,11.0,1.0,1.0,4.0,126.57,0,1,0,0,0,0,0-6mo,3-7 days,Low (1-2),3
50091,0,14.0,Mobile Phone,3,12.0,Debit Card,Female,3.0,3,Fashion,2,Single,4,1,18.0,0.0,2.0,0.0,235.91000000000003,0,0,0,1,0,0,1-2yr,0-2 days,Low (1-2),1
50092,1,0.0,Computer,3,32.0,E-Wallet,Female,2.0,4,Laptop & Accessory,5,Single,6,0,15.0,0.0,1.0,1.0,166.96,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),1
50093,1,9.0,Mobile Phone,1,6.0,COD,Male,2.0,3,Mobile Phone,3,Single,1,0,14.0,0.0,1.0,5.0,120.58000000000001,1,0,0,0,0,0,6-12mo,3-7 days,Low (1-2),1
50094,0,18.0,Computer,3,12.0,Credit Card,Female,2.0,4,Fashion,2,Single,7,0,12.0,12.0,12.0,8.0,188.65,0,0,0,0,0,0,1-2yr,8-15 days,High (6+),0
50095,0,27.0,Mobile Phone,3,9.0,E-Wallet,Female,2.0,3,Laptop & Accessory,5,Divorced,3,0,14.0,1.0,1.0,5.0,159.4,0,0,0,0,0,0,2yr+,3-7 days,Low (1-2),0
50096,0,9.0,Mobile Phone,1,11.0,Debit Card,Male,3.0,3,Laptop & Accessory,4,Single,9,0,16.0,0.0,3.0,7.0,159.14,0,0,0,0,0,0,6-12mo,3-7 days,Medium (3-5),0
50097,0,6.0,Mobile Phone,1,14.0,Credit Card,Female,2.0,4,Mobile Phone,4,Divorced,7,0,21.0,0.0,1.0,1.0,126.22,0,1,0,0,0,0,0-6mo,0-2 days,Low (1-2),2
50098,0,10.0,Computer,1,17.0,UPI,Male,2.0,3,Fashion,2,Married,2,1,14.0,0.0,1.0,3.0,221.85000000000002,0,0,0,0,0,0,6-12mo,3-7 days,Low (1-2),1
50099,0,11.0,Mobile Phone,3,9.0,Debit Card,Male,3.0,3,Fashion,3,Married,1,0,12.0,1.0,5.0,13.0,206.08999999999997,0,0,0,0,0,0,6-12mo,8-15 days,Medium (3-5),0
50100,0,4.0,Computer,1,6.0,Credit Card,Male,2.0,5,Laptop & Accessory,3,Divorced,1,0,12.0,1.0,1.0,4.0,143.45,0,0,0,0,0,0,0-6mo,3-7 days,Low (1-2),1
50101,0,9.0,Mobile Phone,1,9.0,Debit Card,Male,3.0,4,Mobile Phone,2,Divorced,4,0,17.0,0.0,1.0,0.0,121.77000000000001,1,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),1
50102,0,10.0,Computer,3,10.0,E-Wallet,Male,2.0,3,Mobile Phone,2,Married,5,0,17.0,1.0,5.0,8.0,0.0,0,0,0,0,0,0,6-12mo,8-15 days,Medium (3-5),1
50103,0,2.0,Computer,3,6.0,Credit Card,Female,2.0,3,Fashion,2,Divorced,2,0,14.0,4.0,4.0,1.0,179.18,0,0,0,0,0,0,0-6mo,0-2 days,Medium (3-5),1
50104,0,8.0,Computer,3,6.0,E-Wallet,Female,3.0,3,Fashion,3,Single,2,0,14.0,1.0,1.0,8.0,187.89,0,0,0,0,0,0,6-12mo,8-15 days,Low (1-2),0
50105,1,0.0,Mobile Phone,1,14.0,Credit Card,Male,2.0,4,Mobile Phone,2,Single,2,1,13.0,0.0,1.0,1.0,123.88999999999999,0,1,0,0,0,0,0-6mo,0-2 days,Low (1-2),3
50106,0,25.0,Mobile Phone,1,8.0,Debit Card,Female,2.0,4,Mobile Phone,2,Single,8,0,15.0,0.0,2.0,2.0,132.12,0,0,0,0,0,0,2yr+,0-2 days,Low (1-2),1
50107,0,15.0,Mobile Phone,1,10.0,COD,Male,2.0,3,Others,2,Divorced,2,0,15.0,0.0,11.0,15.0,292.32,0,0,0,0,0,1,1-2yr,8-15 days,High (6+),0
50108,0,9.0,Mobile Phone,2,12.0,Credit Card,Male,2.0,3,Mobile Phone,3,Divorced,9,0,17.0,2.0,2.0,2.0,122.66999999999999,1,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),1
50109,0,23.0,Mobile Phone,3,6.0,Credit Card,Female,3.0,3,Others,2,Married,4,0,15.0,1.0,1.0,6.0,295.17,0,0,0,0,0,1,1-2yr,3-7 days,Low (1-2),0
50110,1,0.0,Mobile Phone,1,14.0,Credit Card,Male,2.0,3,Mobile Phone,2,Divorced,6,1,13.0,0.0,1.0,4.0,124.36000000000001,0,1,0,0,0,0,0-6mo,3-7 days,Low (1-2),3
50111,0,16.0,Mobile Phone,3,22.0,E-Wallet,Female,3.0,3,Grocery,2,Divorced,6,1,22.0,0.0,2.0,9.0,260.64,0,0,0,1,0,0,1-2yr,8-15 days,Low (1-2),1
50112,1,0.0,Mobile Phone,1,8.0,Debit Card,Female,3.0,3,Mobile Phone,5,Divorced,8,0,20.0,1.0,1.0,7.0,127.07,0,0,1,0,0,0,0-6mo,3-7 days,Low (1-2),2
50113,0,25.0,Computer,3,8.0,Debit Card,Male,3.0,4,Others,3,Single,2,1,18.0,1.0,15.0,12.0,290.68,0,0,0,0,1,0,2yr+,8-15 days,High (6+),1
50114,0,5.0,Mobile Phone,3,10.0,Debit Card,Female,2.0,3,Mobile Phone,4,Divorced,3,0,11.0,1.0,1.0,2.0,139.31,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),2
50115,1,0.0,Mobile Phone,1,6.0,Debit Card,Male,3.0,4,Mobile Phone,3,Single,1,1,14.0,1.0,1.0,2.0,137.3,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),3
50116,0,9.0,Mobile Phone,1,6.0,Credit Card,Female,3.0,3,Mobile Phone,3,Married,8,0,14.0,0.0,1.0,2.0,122.32,1,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),1
50117,0,5.0,Computer,3,32.0,E-Wallet,Male,3.0,3,Laptop & Accessory,2,Divorced,1,0,18.0,1.0,2.0,2.0,144.65,0,0,0,0,0,0,0-6mo,0-2 days,Low (1-2),1
50118,0,14.0,Mobile Phone,1,25.0,Debit Card,Male,3.0,3,Laptop & Accessory,5,Married,3,0,16.0,1.0,1.0,0.0,130.72,0,0,1,0,0,0,1-2yr,0-2 days,Low (1-2),0
50119,0,13.0,Mobile Phone,1,30.0,COD,Male,3.0,3,Laptop & Accessory,2,Married,2,0,17.0,2.0,4.0,7.0,133.19,0,0,0,0,0,0,1-2yr,3-7 days,Medium (3-5),0
50120,0,18.0,Mobile Phone,1,6.0,UPI,Male,3.0,2,Others,2,Divorced,1,0,15.0,1.0,1.0,7.0,292.02,0,0,0,0,0,1,1-2yr,3-7 days,Low (1-2),0
50121,0,4.0,Computer,1,9.0,Credit Card,Male,3.0,3,Fashion,3,Married,10,0,12.0,1.0,2.0,2.0,236.75,0,0,0,1,0,0,0-6mo,0-2 days,Low (1-2),1
50122,0,6.0,Mobile Phone,1,11.0,Debit Card,Female,3.0,4,Mobile Phone,2,Divorced,2,0,13.0,0.0,1.0,2.0,129.11,0,0,1,0,0,0,0-6mo,0-2 days,Low (1-2),2
50123,0,7.0,Mobile Phone,1,8.0,Debit Card,Male,2.0,4,Laptop & Accessory,5,Divorced,7,0,13.0,0.0,5.0,9.0,159.57,0,0,0,0,0,0,6-12mo,8-15 days,Medium (3-5),0
50124,0,10.0,Mobile Phone,1,6.0,Credit Card,Female,2.0,4,Mobile Phone,5,Divorced,3,0,14.0,1.0,1.0,2.0,139.2,0,0,0,0,0,0,6-12mo,0-2 days,Low (1-2),1
